Name,Jagged Mean,Jagged Std Dev,Jmax,Jmin,Jrange,Stanza Mean,Stanza Std Dev,Smax,Smin,Srange,Margin Mean,Margin Std Dev,Mmax,Mmin,Mrange,Length Mean,Length Std Dev,Lmax,Lmin,Lrange
daily_los_angeles_herald_18840726_4_false.jpg,32.1150793651,59.4283376073,2482,3672,0,6.4610814023,3.1413710416,56,1,55,57.0595238095,58.6296054612,144,0,144,65.1206896552,74.7440090787,144,0,144
daily_los_angeles_herald_18840809_3_clean_false.jpg,52.9126984127,67.5009468154,2228,1824,0,10.5387559809,5.5523330484,26,2,24,43.1468253968,65.1397434022,144,0,144,87.1422413793,77.0922308651,144,0,144
daily_los_angeles_herald_18840810_4_clean_false.jpg,82.130952381,72.0140649505,2810,3236,0,19.1730994152,21.95600016,84,5,79,73.3015873016,71.1213889813,144,0,144,28.3362068966,50.5138064835,144,0,144
daily_los_angeles_herald_188800305_4_clean_true.jpg,57.4722222222,53.0105123347,2250,2094,0,12.7232845894,13.674009898,101,5,96,31.9603174603,58.2908086935,144,0,144,82.4913793103,66.2533716347,144,0,144
daily_los_angeles_herald_188800305_4_false.jpg,92.7222222222,66.8829032812,2168,2190,0,28.8293963255,21.8906199282,102,4,98,89.3055555556,68.6521839019,144,0,144,19.775862069,45.5066316979,144,0,144
daily_los_angeles_herald_18880305_3_clean_false.jpg,42.5158730159,60.352684249,2510,1008,0,9.0758754864,3.1659794361,31,6,25,20.9007936508,46.0302210143,144,0,144,97.0560344828,74.4376591733,144,0,144
daily_los_angeles_herald_18880503_4_clean_false.jpg,63.5119047619,63.723310565,2764,2252,0,13.1781818182,10.066283794,76,5,71,45.1349206349,64.246895141,144,0,144,73.0474137931,71.0907719413,144,0,144
daily_state_sentinel_18650804_4_clean_false.jpg,40.2738095238,41.4852898748,1176,288,0,12.7931034483,17.8369936716,141,7,134,4.5714285714,25.3055957812,144,0,144,109.9956896552,60.9931004842,144,9,135
daytona_gazette_19071005_3_clean_false.jpg,29.9484126984,48.5980842835,2374,3072,0,8.2279411765,8.6537849407,63,4,59,47.5555555556,52.9236996951,144,0,144,36.5646551724,61.6600889225,144,0,144
dayton_daily_empire_18630227_clean_false.jpg,139.0992063492,58.0007434029,1360,1132,0,48.0758807588,38.8328317543,97,9,88,139.9682539683,55.2321860355,144,0,144,17.1896551724,45.3124414784,144,0,144
edgefield_advertiser_18490704_4_clean_true2.jpg,47.6547619048,49.901256157,2946,1180,0,8.1684370258,9.283129042,87,5,82,18.0357142857,42.4087727805,144,0,144,79.8793103448,67.9554609353,144,0,144
edgefield_advertiser_18490704_4_true1.jpg,71.3849206349,56.0874710454,3142,2752,0,10.303599374,11.7161994592,231,3,228,52.3015873016,56.9541550736,144,0,144,0,0,0,0,0
el_fronterizo_18820210_4_clean_false.jpg,58.4126984127,63.7896667584,3154,3736,0,8.1646763042,5.0706420641,22,1,21,39.1825396825,60.890005375,144,0,144,75.2543103448,71.9121439376,144,0,144
el_fronterizo_18820210_4_clean_true.jpg,56.1547619048,54.8518866618,3384,2116,0,7.9030261348,6.0310593783,78,4,74,31.3571428571,54.1943735672,144,0,144,74.0086206897,71.7595587128,144,0,144
el_fronterizo_18820224_4_false.jpg,48.6349206349,63.71617406,2522,2842,0,13.5752143414,12.5226370806,65,5,60,72.9007936508,61.1563649551,144,0,144,37.6293103448,63.0900767146,144,0,144
el_fronterizo_18820224_4_true.jpg,12.6587301587,41.2087896583,1160,1152,0,5.5,0.5,6,5,1,12.5714285714,40.9245911089,144,0,144,137.1724137931,71.0184495751,144,0,144
el_fronterizo_18820303_4_clean_false.jpg,83.9365079365,72.7926259034,2822,2884,0,12.0014892033,9.0350519961,48,5,43,91.0436507937,69.8103038637,144,0,144,55.8663793103,71.5991871863,144,0,144
